Library,Commit,bug report,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/95166f5960322cc784a7e8f339a701da80a41a1e,Add a null check on enter_ctx and update the null check on merge_ctx ,2017-08-03 22:57:12,,missing,null pointer dereference,crash,add,macro checker,object is not null,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/cd8d0bf58ad554588012898161c91fa453bbf7f0,Address edge case where runStats is null and the interface is closed.,2017-02-21 17:07:40,,missing,null pointer dereference,crash,add,if checker,object is not null,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1a1a381b5be7701843c3f1e34aa1846ae2a1d0ce,"Fix a SIGSEGV bug in InferShapeForXlaGatherOp. Since `ComputeOutputComponent` may return nullptr, we need to check for null attributes explicitly to be safe.",2024-01-25 13:27:28,,improper,null pointer dereference,crash,update,checker api,object is not null,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/893aa7518fe3175739ac1ba70d7355a0b091115c,Added a null check in string_util.cc ,2023-10-13 16:12:05,,missing,null pointer dereference,crash,add,if checker,object is not null,buffer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9720b405905dee209a3f7d003de21d388e1aaef4, Avoid nullptr as row offsets to cusparseCreateCsr. As of CUDA 12.2 additional input validation allows NULL for the row offsets only when rows=0.,2023-07-26 11:32:37,,improper,others,crash,update,macro checker,others,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/47eaa828a1dd4bf50ec4203ef4bbb348b3ef0dd0,Add nullptr check,2023-05-04 5:01:40,,missing,null pointer dereference,crash,add,if checker,object is not null,tensor object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c2fc1f2b5a8b8152c43b81cf31394f3e0a2cb837,Add null pointer check,2023-03-17 21:55:45,,missing,null pointer dereference,crash,add,macro checker,object is not null,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b677392e4af8095dbde8068b0ceb60bca815e94b," Reject non-PjRt devices in PjRtArray::Reshard(). PjRt buffers traditionally support some degree of interoperability between PjRt clients (e.g., CPU and TPU). However, this is not universally true between arbitrary IFRT clients that may use a non-PjRt-compatible runtime. This change adds extra checks to make sure that non-PjRt devices are not accidentally used in PjRtArray's destination devices.",2023-02-07 15:11:02,,missing,null pointer dereference,crash,add,if checker,object is not null,device object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/f22ca1dc88c70a0dc5696c37e6a2de6bcf8d60c7," Avoid segfault when init_value is not on default_mesh. To actually fix the segfault in lower level (e.g. directly users of VarHandleOp), I tried to add a validation in SPMD of AssignValueOp, but turns out it only knows the resource_layout is an 'empty' layout without any mesh information. We shall start tracking mesh of empty layout -- but changing the data model at this point is not very easy to do or to justify.",2022-06-07 12:33:16,,improper,edge cases,segmentation fault,relocate,if checker,others,none object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/aaa3fb49374d59c89115730c8e2f672e70b9e3fa," [TFLite] Bucketize op: Fix processing of bucket boundary array. The param value may be a nullptr, which is an error; we should catch this and avoid dereferencing it.",2021-10-21 18:20:22,,missing,null pointer dereference,crash,add,if checker,object is not null,vector object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e1eb6d9cfa14368442f0d172a40f87ce4f094386,Add CheckArraySegments() to model verifier. Add additional logic to check nullness of array segments vector.,2020-10-18 21:45:15,,missing,null pointer dereference,crash,add,if checker,object is not null,tensor object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/26cd260fac5fa98ade11ff2a5ec38ede65631cc0,Add additional data validation while saving and restoring iterators. ,2020-06-30 15:48:22,,missing,null pointer dereference,crash,add,if checker,object is not null,vector object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a17858f3cc5e7ab4ebc2c166d71e7f85b2dad05d, Avoid undefined behavior by checking for null Operation in TF_Input/TF_Output,2020-06-24 12:54:27,,insufficient,null pointer dereference,crash,extend,if checker,object is not null,vector object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1835465ac5a9c823f7187cb0dd5786da9c360838, Add error_reporter DCHECK back into SimpleMemoryAllocator. This check was removed due to an internal build problem.,2020-06-09 17:07:19,,missing,null pointer dereference,crash,add,macro checker,object is not null,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4a8d8518fba1d70f63633775695f1a5189cd252f, Add checks that the Allocate function returned successfully. ,2020-04-15 19:00:49,,missing,null pointer dereference,crash,add,macro checker,object is not null,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7578e120de2a3a5282ced8d41881f19363f83466," Fix crash on closing the app when classifier failed to initialize. When testing on an API 21 emulator, the classifier fails to initialize. The fix is to check for null before calling `.close()`.",2018-12-09 11:22:52,,missing,null pointer dereference,crash,add,if checker,object is not null,tensor object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c1b9ac9f215a3a83f7f0b6233bf4cef0b3e74598,Error checking in c/python code.,2018-06-06 10:53:20,,missing,null pointer dereference,crash,add,if checker,object is not null,python object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ca170f34d9174d6981850855190a398393aa921e, [Tensorflow] Add check fail when user passes a tensor with nullptr to lookup.,2017-03-17 16:27:50,,missing,null pointer dereference,crash,add,macro checker,object is not null,tensor object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/75c45e54bd37932f26d6e7cb36920c06a7833d52, Added sanity checks on the existance of nodes to ConstantFolding. This should fix null dereferences in ConstantFolding on fuzzed inputs.,2021-05-11 14:51:01,,improper,null pointer dereference,crash,update,if checker,object is not null,computation graph,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ed043aec4962dfdc3c58e2ad90dacb557dafcf4e, Lite: ResizeTensor Dim size check added to avoid reallocation if no change,2019-03-19 10:29:10,,missing,null pointer dereference,crash,add,if checker,object is not null,tensor object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/65c5dd69676db159ddd3a1fd7b2f6836dfe37f49, Add nullptr check for external registration init / prepare / invoke /free.,2023-03-30 19:40:56,,improper,null pointer dereference,crash,add,if checker,object is not null,tensor object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/20d54796563631c23c27548b321487e8b0c982a9," Add a nil check before init the device_name string, and also assign an empty string as a placeholder.",2023-11-03 13:34:02,,insufficient,null pointer dereference,crash,extend,if checker,object is not null,string object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/db10718b38b2884cb5ed46d33c135c079f649d16,"With some memory allocators, attempting to allocate 0 bytes will return a null pointer. This specifically happens when building tensorflow with mkl support. If TF_TensorData returns null, the go code to create a slice from the data leads to a null pointer exception. This fixes the issue by checking for the nil return and returning a slice zero value to (nil) to the caller. ",2017-11-03 23:09:38,,missing,null pointer dereference,crash,add,if checker,object is not null,tensor object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8876a1796aeced8f89c279cbc98db9c7957ddbd1, Updated check for existence of TensorFlow objects to 'is not None' rather than 'if [object]'.,2016-09-22 9:03:33,,improper,edge cases,crash,update,if checker,others,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/11030308c5d25df5b36f8a583f1b4607e4ea2b7f, Add a check to check if all sharding strategies are dropped due to infinity costs,2023-08-25 13:18:19,,missing,edge cases,performance bug,add,macro checker,integer argument is valid,zero integer,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2465d4e77654f0d4f7799bc46d5fd5812590acc6," Add a check in auto-sharding setup and die if the input mesh shape contains more than two shardable dimensions, which is currently not supported.",2023-03-21 21:59:56,,missing,edge cases,inconsistent results,add,if checker,tensor shape is valid,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5322fd40cd58cfa8c551e602fede7a3be19fff95," [PJRT] Fix checking for output sharding. Output sharding for empty tuple needs to have one ""replicated"" element.",2023-08-24 19:12:36,,missing,others,performance bug,add,macro checker,others,tensor sharding,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/3e0152a8b4aad03dd06274e0dd3b94bd5f8bf5d3,"Fix invalid syntax error when import carla is present. The issue is that, when `import carla` is invoked, I/O operation for `std::ostringstream s` might fail, which caused the conversion of AttrValue to string as empty. This PR check `s.good()` to make sure the I/O operation is OK, and, fallback to normal conversion if locale-neutral I/O operation fails.",2019-12-04 22:40:35,,missing,others,incorrect functionality,add,if checker,others,string object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/06b89ed1bdf606adb21d66664ca7ab5eaffdd58f," BundleReader was not waiting for concurrents reads to complete before checking their result value. Also changed the large value reading test to actually exercise the multi-threaded reading path. Previously, the whole multi threaded path was being skipped because the reads were smaller than kBufferSize.",2024-02-05 9:44:09,,insufficient,others,others,extend,if checker,others,tensor bundle,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0317f64491ba42376d96b157983a02d8b31b679e," Update RNNCell._rnn_get_variable to use Variable._trainable in TF2 mode. When using a legacy RNNCell in TF2 mode within a tf.function the ""var in trainable_variables()"" check led to treating a tf.bool tensor as a Python bool. This change makes use within a tf.function use the same logic that is used in Eager mode.",2020-06-06 2:02:56,,improper,tensor execution mode,incorrect functionality,replace,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b8c517ab4ef0bd851ef2f8187935fd3a90261af5,Reinstate eager check inside _GradientsHelper,2019-03-06 7:26:33,,missing,tensor execution mode,incorrect functionality,add,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c9b4689bc4d4024aa16b7d6cfc1c65fa1ed8486e,"Removed no longer supported call to in_eager_execution. Swapped context.in_eager_execution() to the currently supported context.executing_eagerly(). Added negation to eager check. In all likelihood, the negation was always supposed to be there since getting default graph in eager mode does not make sense",2018-11-06 12:32:01,,improper,tensor execution mode,incorrect functionality,update,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e5496b556734bb1d8de85311092804e0150b3009, Remove extraneous check for Eager mode.The check is already made once at the start of the method,2018-02-21 8:27:17,,unnecessary,tensor execution mode,incorrect functionality,remove,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/be5116dd131a92da298dbb68d26e0d47f66f2fe5, Correct graph check in broadcast_to gradient. ,2020-02-13 15:15:20,,improper,tensor execution mode,incorrect functionality,update,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1d6dae88efef68dd7fbeeb5c39ea0f69c1c721c1,Add check to tf.device when called with a function in eager mode. ,2017-10-30 17:19:44,0,missing,tensor execution mode,incorrect functionality,add,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8c3822edbb31cf71cedaf49f2167e45c1e2d0b83,Update the is_dtensor check to only run in eager mode.,2023-03-13 15:53:59,,missing,tensor execution mode,incorrect functionality,add,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a63f3006f703428ff980748cdbe24d6a13f761e2,Skip checking for graph_key in V1 optimizer when running in eager mode.,2023-02-14 19:05:54,,missing,tensor execution mode,incorrect functionality,add,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/dd7d791e02396346d98b7b2c58137d7e51756c0c,Add isinstance check for eager execution.,2023-02-03 18:21:11,,missing,tensor execution mode,incorrect functionality,add,if checker,tensor is executed in eager mode,eager execution,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8933b8a21280696ab119b63263babdb54c298538," Fix a null pointer exception caused by branching on uninitialized data. This is due to not checking that the params for the quantization exists. If there is no quantization, we should not access the `.params` field.",2021-07-16 13:27:37,,missing,tensor quantization,crash,add,if checker,tensor quantization is valid,quantization,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0a9b39caefd437fec742ae48b25061abd6e2699b," When allocating GPU constants, check to see if the destination. tensor is intialized early (because we ran out of memory) and report it as such.",2017-04-28 21:04:24,,missing,edge cases,performance bug,add,if checker,tensor shape is valid,large shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d8df06a9403b1434aea8b82a193fc30a4ab29bbb," Add assert in Operation->printAssembly to check improperly created Op's. We allow the name of an operation to be different from the name of the 'ConcreteType' op it was instantiated with. This can happen when you sub-class an existing op and provide a getOperationName for it. Such a situation leads to an assertion too deep and at a place seeminly unrelated, and typically when the module is printed with the trace: printOperation, printAssembly, Op::print, getOperand, dyn_cast<OperationStmt>, isa. 'isa' will complain about being called on a null pointer, and the null pointer actually comes from the getAs<> in printAssembly. This should have been caught in printAssembly.",2019-03-29 16:27:59,0,missing,others,incorrect functionality,add,assertion statement,others,tensor operations,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/4f38b1ac8e42727e18a2f0bde06d3bee8e77b250," Prevent null dereference read in GetInitOp. We have a map of maps. We test that the key exists in the first map but then we don't have any validation that this also means the second map has the needed key. In the scenariosc where this is not the case, we'll dereference a nullptr, if we don't have this chec",2021-11-09 20:03:42,0,missing,others,crash,add,if checker,others,tensor operations,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a6bf104fad37bcf4c6fcfb2e08c541473f886513,Refactoring: Set default quantization method before checking,2023-11-14 20:25:44,0,missing,tensor quantization,incorrect functionality,add,if checker,tensor quantization is valid,quantization,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/a93ac5f7d147ae8fe946de33ad654161ae851352," For quantization values where range_min == range_max, use the lowest_quantized.  Add needed checks for divide-by-zero.",2016-07-06 20:04:56,,missing,tensor quantization,numerical error,add,if checker,tensor quantization is valid,quantization,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e56206755ff0c98269eb3e50c98fccbaadb6884d, Support quantized i64 during flatbuffer import. Sometimes tflite flatbuffer represent `i32` quantized values as `i64`s. In these cases we should truncate down to a lower bit width to avoid creating illegal types. We check the bitwidth of the type at load time and pick a power-of-2 bit width where the value can be safely truncated.,2023-08-21 21:50:57,,missing,tensor quantization,incorrect functionality,add,if checker,tensor quantization is valid,quantization,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e7de472681079932b2547024f31c876da54f61a0, Fix a bug in flatbuffer importer that use tensor quantization before checking.,2020-12-07 18:36:46,,insufficient,tensor quantization,unknown,extend,if checker,tensor quantization is valid,quantization,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2adf1114d4dc7ca30e5117acd2dc7aeb3279feb7, Make NNAPI delegate only apply overflow check to quantized average_pool,2020-02-14 21:35:27,,missing,tensor quantization,numerical error,add,if checker,tensor quantization is valid,quantization,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/677866210941431b82c95d58d0798976bb40a415,Add a nullptr check for the tensor quantization field,2019-10-28 3:30:19,,insufficient,tensor quantization,crash,extend,if checker,tensor quantization is valid,quantization,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/19b2e1b5868a044df4622ef7e26fa5570ca52e5e,Only perform scalar check for a tensor shape if it's not empty.,2022-02-11 18:15:25,,insufficient,edge cases,crash,extend,macro checker,tensor shape is valid,empty shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ebb292f6efcd690e6e2152ce3f69a4ab0e1194f6," Fix boosted trees shape function issue. Dimension was accessed before size was checked, leading to segfault. Switching order of checks fixes this.",2023-07-28 18:57:50,,improper,tensor shape mismatch,segmentation fault,relocate,checker api,others,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9c92b50fc4b95985a0749101976d04896bf19bfe," [conv3d_transpose] Fix dim check for bias. Per discussion with @thaink, the previous way to do the dim check for bias is not correct. So we need this change.",2022-03-15 20:59:22,,improper,tensor shape mismatch,crash,update,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8eb773d6c23de29dccfc3cf3da441a8552ed13ed,XLA] Better shape size validation for sparse arrays. ,2018-07-19 13:34:48,,improper,tensor shape mismatch,others,update,if checker,tensor size is valid,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5bc536f1afbaff5d3d5a14a9185cd1e3cc31b302,[Fix] bug fix during check static shape.,2020-01-07 20:21:14,,improper,tensor shape mismatch,crash,update,if checker,tensor shape is valid,empty shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/eb2ddc0debb7e1b0c9ea68c817ca05fd59dc7914," In TF2XLA EnsureShape kernel, don't check whether the original tensor has dynamic shapes as it is much more expensive than just blindly clear out dynamic dimension.",2022-07-29 1:48:28,,inefficient,others,performance bug,remove,macro checker,others,tensor shape,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/264eb6ed1dbfb5e078c7dd977da8d7e633106fc5, Fixed add bias transformation. Added check for convolution with dynamic weights.,2020-07-13 14:33:03,,missing,tensor shape mismatch,performance bug,add,if checker,tensor size is valid,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bb9b9f32bd08bc5660343cdc09f4b467d7297e3c, Change a recently introduced DCHECK from O(N) cost to O(1). A recent change added a DCHECK that took O(N) time for an instruction with N users every time a user was added. This became quadratic and caused timeouts in some tests that enable assertion checking. Made the DCHECK O(1) to fix it.,2024-01-04 20:05:02,,inefficient,tensor shape mismatch,performance bug,update,macro checker,tensor size is valid,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/653d47379b3a716f82058148c35b2f491bfa2856," Speed up 4-bit unpacking loop in reference implementation. The new implementation moves the odd-length check out of the main loop, and unrolls slightly differently.",2023-04-20 11:55:22,,inefficient,tensor shape mismatch,performance bug,update,if checker,tensor size is valid,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/2e4d3951eb618a7c34d5e629fc2506ea2a62b4a7, Correct Tensor order for dilation2D. `gen_nn_ops.dilation2d` seems to be in `NHWC` while the parent function was asking for `NCHW`.  I corrected the doc and the check.,2019-07-01 9:53:56,,improper,tensor shape mismatch,inconsistent results,update,if checker,others,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/8cef4cda26e08256b6698e942820d9a3ac1bcc94,Add minor checks for data_format and padding value ,2020-12-11 1:22:43,,missing,tensor shape mismatch,incorrect functionality,add,if checker,others,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/076ea8d84c2058b0d01d56dd9ddc3221a2e0c817,Also check dst_format,2020-09-28 14:07:24,,insufficient,tensor shape mismatch,incorrect functionality,extend,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ed06859189722af4dc8e4abd655926df066e587a,Add format check.,2019-09-19 5:01:25,,missing,tensor shape mismatch,inconsistent results,add,macro checker,others,tensor format,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/0d5668cbdc6b46d099bd3abd93374c09b2e8121f, [XLA:SHAPE_UTIL] Return nullopt instead of a check failure if the input dimensions are not sorted.,2022-04-06 19:43:53,,improper,tensor shape mismatch,crash,replace,macro checker,output and input tensors has same size,tensor size,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/694b75a24bce416555425dedc58b0cdcd0d52c1e,Shape validation of `max_features` in `QuantizedReluX`,2018-05-21 17:38:18,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/d7ec7b9415181fce88ea8fde39af9e8be5a8be97,Added generic check that shape has not more than 4 dimensions.,2021-06-22 14:20:17,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/824af2acfa0cdf897c08d91224aea0958c1afc02, Add ndmin check. Added ndmin check to allow maximum 32 ndmin to make same behavior as numpy. Currently it is crashing when very large ndmin is passed.,2022-03-29 13:44:03,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/b73a3c21a224f479af8d3b8af320c220a091906c,[XLA] Add check for potential out-of-bound access.,2021-11-03 10:25:02,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/63753d5f1531b17cf8cbbf1d8b77c16edcfb9711, Change DCHECK_LE to DCHECK_LT when checking invariant on original indices for sorted items Indices of items should be strictly smaller than the size of the vector.,2021-08-18 20:02:15,,improper,tensor shape mismatch,crash,replace,macro checker,tensor indice is valid,indice with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7f9929732ced22fe8ef42a695dae39c1caf44608," For gather op, if params.shape[:batch_dims] is not the same as indice s.shape[:batch_dims], return an error instead of check fail ",2019-10-14 23:20:18,,missing,tensor shape mismatch,crash,add,macro checker,axis parameter matches tensor dimension,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/480641e3599775a8895254ffbc0fc45621334f68, Validate (and ensure validation sticks) inputs for `MatrixTriangularSolve`.,2021-04-24 19:51:15,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/728e6c38b9dde853da9fdaec524d9a3d043b8729,"If Tensor dimension is already same as new dimension, then avoid reallocation.",2020-04-03 16:07:20,,missing,null pointer dereference,crash,add,if checker,object is not null,tensor object,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9e62869465573cb2d9b5053f1fa02a81fce21d69,Add more validation to RequantizationRangePerChannel. ,2021-07-29 19:35:05,,missing,tensor shape mismatch,crash,add,macro checker,axis parameter matches tensor dimension,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ba91c04e001f417641e757a6417e5325c1c4e15e,Add more check to sparsity parameter verifier.,2019-12-19 15:09:00,,insufficient,tensor shape mismatch,crash,extend,macro checker,axis parameter matches tensor dimension,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1610f391833738972b538e4ee97f90dbd30fc745, Replace DCHECK with actual validation in AddRangeStats,2021-11-19 17:14:37,,improper,tensor shape mismatch,unknown,replace,macro checker,axis parameter matches tensor dimension,,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/150a6c06b281246cb5a075a704fceeb257bb63af,Add a check on the 0th dimension of filter for DepthwiseConv.,2019-07-23 22:53:07,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/bf686faeddcca97be6ad7b6421cb26ab1c3cea2c,TFLite: Enhance input check for ResizeNearestNeghbor,2019-03-20 14:50:59,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/645f2c0cef75e80cdcaaaceca94a785191b9f423,[XLA] Add a check to the HLO verifier for badly formatted Broadcasts.,2017-09-07 20:04:36,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/fa8381593d0cbe354cb54d691e0a8c42bf4b69d0," Move Batch op input validation before enqueueing to the batch scheduler, because earlier error detection is better (and also so batch->size() doesn't crash if #dims==0 :).",2017-04-27 17:47:43,,improper,tensor shape mismatch,crash,relocate,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c040db5e9003cc20016586df9f2964db83b98c4f," [XLA] Add a defensive check in dynamic dimension inference to prevent scalar reshape with dynamic dimension. In theory we can just ignore a [1] -> [] reshape, but adding a check here for now.",2019-09-12 20:48:49,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,zero dimension,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/48393637f8154be16088d84742485a0e153ecbb2,Change check to allow tensors with up to 6 dims.,2020-03-03 1:58:36,,improper,tensor shape mismatch,inconsistent results,update,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/662128e8ca3411286b234553a7efc1356353d0f5, add rank checking for MEAN op. The MEAN op of NNAPI only supports a tensor with rank <= 4. Check the rank of the input tensor before delegating the op.,2022-12-21 20:22:55,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/1711b76f95b49dcf597fe5b2ec5f4ff79ddbc7a7, check if boxes have logical coordinates (different than a line or a point),2020-01-02 10:39:57,,missing,tensor shape mismatch,incorrect functionality,add,checker api,tensor indice is valid,tensor indices,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/9b947dd6377c022091c8aa005cdcff52c53ff5f0,Also check dst_format,2020-09-23 15:04:10,,insufficient,tensor shape mismatch,inconsistent results,extend,if checker,tensor dimension is valid,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/450dec35448a73b3fcb5d4f82108d5fdcb3f59b4,"Internal change, add some checks on the sparseTensor format checking.",2023-09-25 19:10:37,,missing,tensor shape mismatch,crash,add,if checker,axis parameter matches tensor dimension,others,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/5daf3b9131254baa1182fc29d63bafd4b055e0ea,Add shape validation in shape function of MapAndBatchDataset,2018-05-17 18:12:24,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/356f360e8772a2697ec0d30036237342549803f5," Add additional shape validation to compute_accidental_hits. In `compute_accidental_hits`, the `sampled_candidates` must be a vector, as is shown in the kernel implementation in `tensorflow/core/kernels candidate_sampler_ops.cc`. This fix adds shape validation of `sampled_candidates` in the shape function whenever possible.",2018-05-13 20:32:50,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/7c88788e63f3a747d2794175076db551d768734e," Shape validation of max_features in QuantizedReluX. In shape function of QuantizedReluX, `max_value` and `min_features` have shape validation but not `max_features`. This fix add restriction to `max_features` as well.",2018-05-13 20:32:31,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/ff6be80a1ec3c353ebd0d17e2f0b46d9097310db," Improve the shape function for ParameterizedTruncatedNormal.  The parameters of ParameterizedTruncatedNormal should be 0-D or 1-D, which is checked in ther kernel functions. There is no check in the shape function of the ops. This fix improves the shape function and checks the parameters of ParameterizedTruncatedNormal whever possible.",2018-05-11 12:48:32,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e4471c403a9e9430839900bd92c067d04580a51b,Add additional shape validation to `compute_accidental_hits`,2018-05-21 18:48:11,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/c59c37e7b2d563967da813fa50fe20b21f4da683," Prevent array write out-of-bounds. If user passes an invalid axis, then we copy one too many dimensions to the output in the loop below these checks. Even if we didn't do that, there will be further issues with an invalid axis, so we check for that right now.",2021-04-28 20:54:22,,missing,out of bound access,crash,add,macro checker,tensor dimension is valid,dimension with specific value,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/e82a377de614fed51da8a7c5242a90a7967169f2,Correct axis check,2020-07-24 23:29:28,,missing,tensor shape mismatch,crash,add,if checker,axis parameter matches tensor dimension,tensor rank,,,
tensorflow,https://github.com/tensorflow/tensorflow/commit/402d478a107e2931fb0e9b2f08f973997cae7f98,Move the checking of ranks for early exit,2020-09-28 17:04:28,,improper,tensor shape mismatch,crash,relocate,if checker,tensor dimension is valid,dimension with specific value,,,
